t,x00,x10,v00,v10,x01,x11,v01,v11,x02,x12,v02,v12,x03,x13,v03,v13,
0.9116,-0.134123,-0.251306,0.132915,-0.317943,0.120109,0.997746,0.402989,0.155272,0.578922,0.256094,1.96256,0.415041,-0.205461,-0.602534,-4.69277,0.504298,
0.912,-0.134006,-0.251586,0.133087,-0.318698,0.120238,0.997795,0.403118,0.15428,0.579628,0.256243,1.96132,0.414646,-0.206212,-0.602453,-4.69119,0.511327,
0.9124,-0.133889,-0.251867,0.133255,-0.319455,0.120367,0.997844,0.403247,0.153289,0.580334,0.256392,1.96009,0.414252,-0.206962,-0.60237,-4.68959,0.518359,
0.9128,-0.133772,-0.252148,0.13342,-0.320213,0.120496,0.997893,0.403377,0.152299,0.581039,0.256542,1.95885,0.413858,-0.207712,-0.602287,-4.68798,0.525394,
0.9132,-0.133654,-0.25243,0.13358,-0.320972,0.120625,0.997942,0.403506,0.151309,0.581744,0.25669,1.95762,0.413466,-0.208462,-0.602202,-4.68635,0.532431,
0.9136,-0.133537,-0.252713,0.133736,-0.321732,0.120754,0.99799,0.403636,0.15032,0.582449,0.256839,1.95639,0.413075,-0.209212,-0.602116,-4.6847,0.53947,
0.914,-0.133419,-0.252996,0.133888,-0.322494,0.120883,0.998038,0.403766,0.149331,0.583153,0.256988,1.95516,0.412685,-0.209961,-0.60203,-4.68303,0.546512,
0.9144,-0.133301,-0.253281,0.134035,-0.323256,0.121013,0.998086,0.403896,0.148343,0.583857,0.257136,1.95393,0.412296,-0.210711,-0.601942,-4.68134,0.553556,
0.9148,-0.133183,-0.253565,0.134179,-0.324019,0.121142,0.998133,0.404027,0.147356,0.58456,0.257285,1.95271,0.411907,-0.21146,-0.601852,-4.67963,0.560603,
0.9152,-0.133065,-0.253851,0.134319,-0.324784,0.121271,0.99818,0.404157,0.146369,0.585262,0.257433,1.95148,0.41152,-0.212208,-0.601762,-4.6779,0.567651,
0.9156,-0.132947,-0.254137,0.134454,-0.325549,0.121401,0.998227,0.404288,0.145383,0.585965,0.257581,1.95026,0.411134,-0.212956,-0.601671,-4.67616,0.574702,
0.916,-0.132828,-0.254424,0.134585,-0.326315,0.12153,0.998273,0.404419,0.144398,0.586667,0.257729,1.94904,0.410748,-0.213704,-0.601578,-4.67439,0.581754,
0.9164,-0.13271,-0.254711,0.134713,-0.327083,0.121659,0.998319,0.40455,0.143413,0.587368,0.257877,1.94782,0.410364,-0.214452,-0.601485,-4.67261,0.588809,
0.9168,-0.132591,-0.255,0.134836,-0.327851,0.121789,0.998365,0.404681,0.142429,0.588069,0.258024,1.9466,0.409981,-0.2152,-0.60139,-4.67081,0.595865,
0.9172,-0.132472,-0.255288,0.134955,-0.32862,0.121918,0.99841,0.404812,0.141446,0.58877,0.258172,1.94538,0.409598,-0.215947,-0.601294,-4.66899,0.602924,
0.9176,-0.132354,-0.255578,0.135069,-0.32939,0.122048,0.998455,0.404944,0.140463,0.58947,0.258319,1.94417,0.409217,-0.216694,-0.601197,-4.66715,0.609984,
0.918,-0.132235,-0.255868,0.13518,-0.330161,0.122178,0.9985,0.405075,0.139481,0.590169,0.258467,1.94295,0.408836,-0.21744,-0.601099,-4.66529,0.617045,
0.9184,-0.132116,-0.256159,0.135286,-0.330933,0.122307,0.998545,0.405207,0.138499,0.590869,0.258614,1.94174,0.408457,-0.218187,-0.600999,-4.66341,0.624109,
0.9188,-0.131997,-0.256451,0.135389,-0.331706,0.122437,0.998589,0.405339,0.137518,0.591568,0.258761,1.94053,0.408078,-0.218933,-0.600899,-4.66151,0.631173,
0.9192,-0.131877,-0.256743,0.135487,-0.33248,0.122567,0.998633,0.405471,0.136538,0.592266,0.258908,1.93932,0.4077,-0.219678,-0.600797,-4.65959,0.63824,
0.9196,-0.131758,-0.257036,0.135581,-0.333255,0.122696,0.998676,0.405604,0.135558,0.592964,0.259054,1.93811,0.407323,-0.220424,-0.600695,-4.65765,0.645307,
0.92,-0.131639,-0.257329,0.135671,-0.33403,0.122826,0.998719,0.405736,0.134579,0.593661,0.259201,1.9369,0.406948,-0.221169,-0.600591,-4.6557,0.652376,
0.9204,-0.131519,-0.257624,0.135756,-0.334807,0.122956,0.998762,0.405869,0.133601,0.594358,0.259347,1.9357,0.406573,-0.221914,-0.600486,-4.65372,0.659446,
0.9208,-0.1314,-0.257919,0.135837,-0.335584,0.123086,0.998805,0.406002,0.132623,0.595055,0.259494,1.9345,0.406199,-0.222658,-0.60038,-4.65172,0.666518,
0.9212,-0.13128,-0.258214,0.135915,-0.336362,0.123216,0.998847,0.406135,0.131646,0.595751,0.25964,1.93329,0.405826,-0.223402,-0.600273,-4.64971,0.67359,
0.9216,-0.131161,-0.258511,0.135988,-0.33714,0.123346,0.998889,0.406268,0.130669,0.596447,0.259786,1.93209,0.405453,-0.224146,-0.600164,-4.64767,0.680663,
0.922,-0.131041,-0.258808,0.136056,-0.33792,0.123476,0.998931,0.406401,0.129694,0.597142,0.259932,1.93089,0.405082,-0.224889,-0.600055,-4.64562,0.687737,
0.9224,-0.130921,-0.259105,0.136121,-0.3387,0.123606,0.998972,0.406535,0.128718,0.597837,0.260077,1.92969,0.404712,-0.225633,-0.599944,-4.64355,0.694813,
0.9228,-0.130801,-0.259404,0.136181,-0.339481,0.123736,0.999013,0.406669,0.127744,0.598532,0.260223,1.9285,0.404342,-0.226375,-0.599833,-4.64145,0.701888,
0.9232,-0.130682,-0.259703,0.136237,-0.340263,0.123866,0.999054,0.406802,0.12677,0.599226,0.260369,1.9273,0.403974,-0.227118,-0.59972,-4.63934,0.708965,
0.9236,-0.130562,-0.260003,0.136289,-0.341045,0.123997,0.999094,0.406936,0.125797,0.599919,0.260514,1.92611,0.403606,-0.22786,-0.599606,-4.63721,0.716042,
0.924,-0.130442,-0.260303,0.136337,-0.341828,0.124127,0.999134,0.407071,0.124824,0.600613,0.260659,1.92492,0.403239,-0.228602,-0.599491,-4.63505,0.723119,
0.9244,-0.130322,-0.260604,0.13638,-0.342612,0.124257,0.999174,0.407205,0.123852,0.601305,0.260804,1.92372,0.402873,-0.229343,-0.599374,-4.63288,0.730198,
0.9248,-0.130202,-0.260906,0.136419,-0.343396,0.124387,0.999214,0.407339,0.12288,0.601998,0.260949,1.92253,0.402508,-0.230084,-0.599257,-4.63069,0.737276,
0.9252,-0.130082,-0.261209,0.136454,-0.344182,0.124518,0.999253,0.407474,0.121909,0.60269,0.261094,1.92135,0.402144,-0.230825,-0.599138,-4.62847,0.744355,
0.9256,-0.129961,-0.261512,0.136485,-0.344967,0.124648,0.999292,0.407609,0.120939,0.603381,0.261239,1.92016,0.401781,-0.231565,-0.599019,-4.62624,0.751433,
0.926,-0.129841,-0.261816,0.136511,-0.345753,0.124779,0.99933,0.407744,0.11997,0.604072,0.261383,1.91897,0.401419,-0.232305,-0.598898,-4.62399,0.758512,
0.9264,-0.129721,-0.26212,0.136533,-0.34654,0.124909,0.999369,0.407879,0.119001,0.604763,0.261528,1.91779,0.401057,-0.233045,-0.598776,-4.62172,0.765591,
0.9268,-0.129601,-0.262426,0.136551,-0.347328,0.12504,0.999406,0.408014,0.118032,0.605453,0.261672,1.91661,0.400697,-0.233784,-0.598653,-4.61943,0.77267,
0.9272,-0.129481,-0.262732,0.136564,-0.348116,0.12517,0.999444,0.408149,0.117065,0.606143,0.261816,1.91543,0.400337,-0.234523,-0.598529,-4.61711,0.779749,
0.9276,-0.129361,-0.263038,0.136574,-0.348904,0.125301,0.999481,0.408285,0.116098,0.606832,0.26196,1.91425,0.399978,-0.235262,-0.598403,-4.61478,0.786828,
0.928,-0.129241,-0.263346,0.136579,-0.349693,0.125432,0.999518,0.408421,0.115131,0.607521,0.262104,1.91307,0.39962,-0.236,-0.598277,-4.61243,0.793906,
0.9284,-0.12912,-0.263654,0.136579,-0.350483,0.125562,0.999555,0.408557,0.114165,0.608209,0.262248,1.91189,0.399263,-0.236738,-0.598149,-4.61006,0.800984,
0.9288,-0.129,-0.263963,0.136576,-0.351273,0.125693,0.999591,0.408693,0.1132,0.608897,0.262392,1.91072,0.398907,-0.237475,-0.598021,-4.60766,0.808061,
0.9292,-0.12888,-0.264272,0.136568,-0.352064,0.125824,0.999628,0.408829,0.112236,0.609585,0.262535,1.90954,0.398551,-0.238212,-0.597891,-4.60525,0.815138,
0.9296,-0.12876,-0.264582,0.136555,-0.352855,0.125955,0.999663,0.408965,0.111272,0.610272,0.262679,1.90837,0.398197,-0.238949,-0.59776,-4.60282,0.822215,
0.93,-0.12864,-0.264893,0.136539,-0.353646,0.126086,0.999699,0.409102,0.110309,0.610959,0.262822,1.9072,0.397843,-0.239685,-0.597628,-4.60036,0.82929,
0.9304,-0.128519,-0.265205,0.136518,-0.354438,0.126216,0.999734,0.409239,0.109346,0.611646,0.262965,1.90603,0.39749,-0.240421,-0.597494,-4.59789,0.836365,
0.9308,-0.128399,-0.265517,0.136493,-0.35523,0.126347,0.999769,0.409375,0.108384,0.612331,0.263108,1.90486,0.397138,-0.241156,-0.59736,-4.5954,0.843439,
0.9312,-0.128279,-0.26583,0.136464,-0.356023,0.126478,0.999803,0.409512,0.107422,0.613017,0.263251,1.90369,0.396787,-0.241891,-0.597225,-4.59288,0.850512,
0.9316,-0.128159,-0.266143,0.13643,-0.356816,0.12661,0.999837,0.40965,0.106462,0.613702,0.263394,1.90253,0.396436,-0.242626,-0.597088,-4.59035,0.857583,
0.932,-0.128039,-0.266458,0.136392,-0.357609,0.126741,0.999871,0.409787,0.105501,0.614387,0.263536,1.90136,0.396087,-0.24336,-0.59695,-4.58779,0.864654,
0.9324,-0.127919,-0.266773,0.136349,-0.358403,0.126872,0.999905,0.409924,0.104542,0.615071,0.263679,1.9002,0.395738,-0.244094,-0.596811,-4.58522,0.871723,
0.9328,-0.127799,-0.267089,0.136302,-0.359197,0.127003,0.999938,0.410062,0.103583,0.615755,0.263821,1.89904,0.39539,-0.244828,-0.596671,-4.58262,0.878791,
0.9332,-0.127679,-0.267405,0.136251,-0.359992,0.127134,0.999971,0.4102,0.102625,0.616438,0.263964,1.89788,0.395043,-0.245561,-0.59653,-4.58,0.885858,
0.9336,-0.127559,-0.267722,0.136196,-0.360786,0.127266,1,0.410338,0.101667,0.617121,0.264106,1.89672,0.394696,-0.246293,-0.596388,-4.57737,0.892923,
0.934,-0.12744,-0.26804,0.136136,-0.361581,0.127397,1.00004,0.410476,0.10071,0.617804,0.264248,1.89556,0.394351,-0.247025,-0.596244,-4.57471,0.899987,
0.9344,-0.12732,-0.268359,0.136072,-0.362376,0.127528,1.00007,0.410614,0.0997533,0.618486,0.26439,1.8944,0.394006,-0.247757,-0.5961,-4.57203,0.907049,
0.9348,-0.1272,-0.268678,0.136004,-0.363172,0.12766,1.0001,0.410752,0.0987974,0.619168,0.264532,1.89325,0.393662,-0.248488,-0.595954,-4.56933,0.914109,
0.9352,-0.12708,-0.268998,0.135931,-0.363967,0.127791,1.00013,0.410891,0.0978422,0.619849,0.264673,1.8921,0.393319,-0.249219,-0.595807,-4.56661,0.921167,
0.9356,-0.126961,-0.269318,0.135854,-0.364763,0.127923,1.00016,0.411029,0.0968876,0.62053,0.264815,1.89094,0.392977,-0.24995,-0.595659,-4.56387,0.928223,
0.936,-0.126841,-0.26964,0.135772,-0.365559,0.128054,1.00019,0.411168,0.0959336,0.621211,0.264956,1.88979,0.392636,-0.25068,-0.59551,-4.56111,0.935277,
0.9364,-0.126722,-0.269962,0.135686,-0.366355,0.128186,1.00022,0.411307,0.0949802,0.621891,0.265097,1.88864,0.392295,-0.251409,-0.59536,-4.55833,0.942329,
0.9368,-0.126602,-0.270285,0.135596,-0.367151,0.128317,1.00025,0.411446,0.0940275,0.622571,0.265239,1.88749,0.391955,-0.252138,-0.595209,-4.55553,0.949379,
0.9372,-0.126483,-0.270608,0.135501,-0.367948,0.128449,1.00028,0.411585,0.0930753,0.62325,0.26538,1.88635,0.391616,-0.252867,-0.595056,-4.55271,0.956427,
0.9376,-0.126364,-0.270932,0.135402,-0.368744,0.128581,1.00031,0.411725,0.0921238,0.623929,0.265521,1.8852,0.391278,-0.253595,-0.594903,-4.54987,0.963472,
0.938,-0.126245,-0.271257,0.135299,-0.369541,0.128713,1.00034,0.411864,0.0911729,0.624607,0.265661,1.88406,0.39094,-0.254323,-0.594748,-4.547,0.970514,
0.9384,-0.126126,-0.271582,0.135191,-0.370338,0.128844,1.00037,0.412004,0.0902227,0.625285,0.265802,1.88291,0.390603,-0.25505,-0.594592,-4.54412,0.977554,
0.9388,-0.126007,-0.271909,0.135079,-0.371134,0.128976,1.0004,0.412144,0.089273,0.625963,0.265943,1.88177,0.390267,-0.255777,-0.594435,-4.54121,0.984591,
0.9392,-0.125888,-0.272236,0.134963,-0.371931,0.129108,1.00043,0.412284,0.0883239,0.62664,0.266083,1.88063,0.389932,-0.256504,-0.594277,-4.53829,0.991626,
0.9396,-0.125769,-0.272563,0.134842,-0.372728,0.12924,1.00046,0.412424,0.0873755,0.627317,0.266223,1.87949,0.389598,-0.257229,-0.594118,-4.53534,0.998658,
0.94,-0.125651,-0.272892,0.134717,-0.373525,0.129372,1.00049,0.412564,0.0864277,0.627993,0.266364,1.87836,0.389264,-0.257955,-0.593957,-4.53237,1.00569,
0.9404,-0.125532,-0.273221,0.134588,-0.374321,0.129504,1.00051,0.412705,0.0854805,0.628669,0.266504,1.87722,0.388931,-0.25868,-0.593796,-4.52939,1.01271,
0.9408,-0.125414,-0.27355,0.134454,-0.375118,0.129636,1.00054,0.412845,0.0845339,0.629345,0.266644,1.87609,0.388599,-0.259404,-0.593633,-4.52638,1.01973,
0.9412,-0.125296,-0.273881,0.134315,-0.375915,0.129768,1.00057,0.412986,0.0835879,0.63002,0.266783,1.87495,0.388268,-0.260128,-0.59347,-4.52335,1.02675,
0.9416,-0.125178,-0.274212,0.134173,-0.376711,0.129901,1.00059,0.413127,0.0826426,0.630695,0.266923,1.87382,0.387937,-0.260852,-0.593305,-4.5203,1.03377,
0.942,-0.12506,-0.274544,0.134026,-0.377508,0.130033,1.00062,0.413268,0.0816978,0.631369,0.267063,1.87269,0.387607,-0.261575,-0.593139,-4.51722,1.04078,
0.9424,-0.124942,-0.274877,0.133874,-0.378304,0.130165,1.00065,0.413409,0.0807537,0.632043,0.267202,1.87156,0.387278,-0.262297,-0.592972,-4.51413,1.04779,
0.9428,-0.124824,-0.27521,0.133718,-0.379101,0.130297,1.00067,0.41355,0.0798102,0.632717,0.267342,1.87043,0.38695,-0.263019,-0.592803,-4.51102,1.0548,
0.9432,-0.124706,-0.275544,0.133558,-0.379897,0.13043,1.0007,0.413691,0.0788673,0.63339,0.267481,1.8693,0.386622,-0.263741,-0.592634,-4.50789,1.0618,
0.9436,-0.124589,-0.275878,0.133394,-0.380693,0.130562,1.00072,0.413833,0.077925,0.634063,0.26762,1.86818,0.386296,-0.264462,-0.592464,-4.50473,1.06879,
0.944,-0.124472,-0.276214,0.133225,-0.381488,0.130695,1.00075,0.413975,0.0769833,0.634735,0.267759,1.86705,0.38597,-0.265182,-0.592292,-4.50155,1.07579,
0.9444,-0.124354,-0.27655,0.133051,-0.382284,0.130827,1.00077,0.414117,0.0760423,0.635407,0.267898,1.86593,0.385644,-0.265902,-0.592119,-4.49836,1.08278,
0.9448,-0.124237,-0.276887,0.132874,-0.383079,0.13096,1.0008,0.414259,0.0751018,0.636079,0.268037,1.86481,0.38532,-0.266622,-0.591946,-4.49514,1.08976,
0.9452,-0.124121,-0.277224,0.132692,-0.383874,0.131092,1.00082,0.414401,0.074162,0.63675,0.268175,1.86369,0.384996,-0.267341,-0.591771,-4.4919,1.09675,
0.9456,-0.124004,-0.277562,0.132505,-0.384669,0.131225,1.00084,0.414543,0.0732227,0.637421,0.268314,1.86257,0.384673,-0.268059,-0.591595,-4.48864,1.10372,
0.946,-0.123887,-0.277901,0.132314,-0.385464,0.131358,1.00087,0.414685,0.0722841,0.638091,0.268452,1.86145,0.38435,-0.268777,-0.591417,-4.48536,1.1107,
0.9464,-0.123771,-0.278241,0.132119,-0.386258,0.13149,1.00089,0.414828,0.0713461,0.638761,0.268591,1.86033,0.384029,-0.269494,-0.591239,-4.48206,1.11766,
0.9468,-0.123655,-0.278581,0.131919,-0.387052,0.131623,1.00091,0.41497,0.0704087,0.63943,0.268729,1.85922,0.383708,-0.270211,-0.59106,-4.47874,1.12463,
0.9472,-0.123539,-0.278922,0.131715,-0.387846,0.131756,1.00093,0.415113,0.0694719,0.640099,0.268867,1.8581,0.383387,-0.270928,-0.590879,-4.47539,1.13159,
0.9476,-0.123423,-0.279263,0.131507,-0.388639,0.131889,1.00096,0.415256,0.0685357,0.640768,0.269005,1.85699,0.383068,-0.271643,-0.590698,-4.47203,1.13854,
0.948,-0.123307,-0.279606,0.131294,-0.389432,0.132022,1.00098,0.415399,0.0676002,0.641436,0.269143,1.85588,0.382749,-0.272359,-0.590515,-4.46864,1.14549,
0.9484,-0.123192,-0.279949,0.131077,-0.390224,0.132155,1.001,0.415542,0.0666652,0.642104,0.26928,1.85477,0.382431,-0.273073,-0.590331,-4.46524,1.15243,
0.9488,-0.123077,-0.280293,0.130855,-0.391016,0.132288,1.00102,0.415686,0.0657308,0.642772,0.269418,1.85366,0.382114,-0.273788,-0.590146,-4.46181,1.15937,
0.9492,-0.122962,-0.280637,0.130629,-0.391808,0.132421,1.00104,0.415829,0.0647971,0.643439,0.269555,1.85255,0.381797,-0.274501,-0.58996,-4.45836,1.16631,
0.9496,-0.122847,-0.280982,0.130399,-0.392599,0.132554,1.00106,0.415973,0.063864,0.644106,0.269693,1.85145,0.381481,-0.275214,-0.589773,-4.45489,1.17323,
0.95,-0.122732,-0.281328,0.130164,-0.39339,0.132687,1.00108,0.416117,0.0629314,0.644772,0.26983,1.85034,0.381166,-0.275927,-0.589585,-4.4514,1.18016,
0.9504,-0.122618,-0.281675,0.129925,-0.39418,0.13282,1.0011,0.416261,0.0619995,0.645438,0.269967,1.84924,0.380852,-0.276639,-0.589395,-4.44789,1.18708,
0.9508,-0.122503,-0.282022,0.129682,-0.39497,0.132953,1.00112,0.416405,0.0610682,0.646103,0.270104,1.84813,0.380538,-0.27735,-0.589205,-4.44436,1.19399,
0.9512,-0.122389,-0.28237,0.129434,-0.395759,0.133087,1.00114,0.416549,0.0601375,0.646769,0.270241,1.84703,0.380225,-0.278061,-0.589013,-4.44081,1.20089,
0.9516,-0.122276,-0.282718,0.129182,-0.396548,0.13322,1.00116,0.416693,0.0592074,0.647433,0.270378,1.84593,0.379912,-0.278771,-0.588821,-4.43723,1.20779,
0.952,-0.122162,-0.283068,0.128925,-0.397336,0.133353,1.00118,0.416837,0.0582779,0.648098,0.270515,1.84483,0.379601,-0.279481,-0.588627,-4.43364,1.21469,
0.9524,-0.122049,-0.283418,0.128664,-0.398123,0.133487,1.0012,0.416982,0.057349,0.648762,0.270651,1.84373,0.37929,-0.28019,-0.588432,-4.43002,1.22158,
0.9528,-0.121936,-0.283768,0.128399,-0.39891,0.13362,1.00122,0.417127,0.0564207,0.649425,0.270788,1.84264,0.378979,-0.280898,-0.588236,-4.42638,1.22846,
0.9532,-0.121823,-0.28412,0.128129,-0.399696,0.133754,1.00123,0.417272,0.055493,0.650088,0.270924,1.84154,0.37867,-0.281606,-0.588039,-4.42273,1.23534,
0.9536,-0.12171,-0.284472,0.127855,-0.400482,0.133887,1.00125,0.417416,0.0545659,0.650751,0.271061,1.84045,0.378361,-0.282314,-0.587841,-4.41905,1.24221,
0.954,-0.121598,-0.284825,0.127577,-0.401267,0.134021,1.00127,0.417562,0.0536395,0.651413,0.271197,1.83936,0.378053,-0.28302,-0.587641,-4.41535,1.24907,
0.9544,-0.121486,-0.285178,0.127294,-0.402051,0.134154,1.00129,0.417707,0.0527136,0.652075,0.271333,1.83826,0.377745,-0.283727,-0.587441,-4.41163,1.25593,
0.9548,-0.121374,-0.285532,0.127007,-0.402835,0.134288,1.0013,0.417852,0.0517883,0.652737,0.271469,1.83717,0.377438,-0.284432,-0.587239,-4.40789,1.26278,
0.9552,-0.121262,-0.285887,0.126716,-0.403618,0.134422,1.00132,0.417998,0.0508637,0.653398,0.271605,1.83609,0.377132,-0.285137,-0.587037,-4.40412,1.26962,
0.9556,-0.121151,-0.286243,0.12642,-0.4044,0.134556,1.00134,0.418143,0.0499396,0.654059,0.27174,1.835,0.376827,-0.285841,-0.586833,-4.40034,1.27646,
0.956,-0.12104,-0.286599,0.12612,-0.405181,0.134689,1.00135,0.418289,0.0490162,0.654719,0.271876,1.83391,0.376522,-0.286545,-0.586628,-4.39654,1.28329,
0.9564,-0.120929,-0.286956,0.125815,-0.405962,0.134823,1.00137,0.418435,0.0480933,0.655379,0.272011,1.83283,0.376218,-0.287248,-0.586422,-4.39271,1.29011,
0.9568,-0.120818,-0.287313,0.125507,-0.406742,0.134957,1.00138,0.418581,0.0471711,0.656039,0.272147,1.83174,0.375914,-0.287951,-0.586215,-4.38887,1.29693,
0.9572,-0.120708,-0.287672,0.125193,-0.407521,0.135091,1.0014,0.418727,0.0462494,0.656698,0.272282,1.83066,0.375611,-0.288653,-0.586007,-4.385,1.30374,
0.9576,-0.120598,-0.28803,0.124876,-0.408299,0.135225,1.00141,0.418873,0.0453284,0.657357,0.272417,1.82958,0.375309,-0.289354,-0.585798,-4.38111,1.31054,
0.958,-0.120488,-0.28839,0.124554,-0.409076,0.135359,1.00143,0.419019,0.0444079,0.658016,0.272552,1.8285,0.375008,-0.290055,-0.585588,-4.3772,1.31734,
0.9584,-0.120379,-0.28875,0.124228,-0.409853,0.135493,1.00144,0.419166,0.0434881,0.658674,0.272687,1.82742,0.374707,-0.290755,-0.585377,-4.37327,1.32412,
0.9588,-0.120269,-0.289111,0.123897,-0.410628,0.135628,1.00145,0.419312,0.0425688,0.659331,0.272822,1.82634,0.374407,-0.291454,-0.585164,-4.36932,1.3309,
0.9592,-0.120161,-0.289473,0.123563,-0.411403,0.135762,1.00147,0.419459,0.0416502,0.659989,0.272957,1.82526,0.374108,-0.292153,-0.584951,-4.36535,1.33767,
0.9596,-0.120052,-0.289836,0.123223,-0.412177,0.135896,1.00148,0.419606,0.0407321,0.660645,0.273091,1.82419,0.373809,-0.292851,-0.584736,-4.36136,1.34444,
0.96,-0.119944,-0.290199,0.12288,-0.412949,0.13603,1.00149,0.419753,0.0398147,0.661302,0.273226,1.82311,0.373511,-0.293549,-0.584521,-4.35735,1.35119,
0.9604,-0.119836,-0.290562,0.122532,-0.413721,0.136165,1.00151,0.4199,0.0388978,0.661958,0.27336,1.82204,0.373213,-0.294245,-0.584304,-4.35332,1.35794,
0.9608,-0.119728,-0.290927,0.12218,-0.414492,0.136299,1.00152,0.420047,0.0379816,0.662614,0.273495,1.82097,0.372916,-0.294942,-0.584086,-4.34926,1.36468,
0.9612,-0.119621,-0.291292,0.121824,-0.415262,0.136433,1.00153,0.420195,0.037066,0.663269,0.273629,1.8199,0.37262,-0.295637,-0.583867,-4.34519,1.37141,
0.9616,-0.119514,-0.291658,0.121463,-0.41603,0.136568,1.00154,0.420342,0.0361509,0.663924,0.273763,1.81883,0.372325,-0.296332,-0.583647,-4.3411,1.37814,
0.962,-0.119407,-0.292024,0.121098,-0.416798,0.136702,1.00155,0.42049,0.0352365,0.664579,0.273897,1.81776,0.37203,-0.297026,-0.583426,-4.33698,1.38485,
0.9624,-0.1193,-0.292391,0.120729,-0.417565,0.136837,1.00156,0.420638,0.0343226,0.665233,0.274031,1.81669,0.371735,-0.29772,-0.583204,-4.33284,1.39156,
0.9628,-0.119194,-0.292759,0.120356,-0.41833,0.136972,1.00158,0.420785,0.0334093,0.665887,0.274165,1.81563,0.371442,-0.298413,-0.582981,-4.32869,1.39825,
0.9632,-0.119089,-0.293127,0.119978,-0.419095,0.137106,1.00159,0.420933,0.0324967,0.66654,0.274298,1.81456,0.371149,-0.299105,-0.582757,-4.32451,1.40494,
0.9636,-0.118983,-0.293497,0.119596,-0.419858,0.137241,1.0016,0.421081,0.0315846,0.667193,0.274432,1.8135,0.370857,-0.299797,-0.582531,-4.32031,1.41162,
0.964,-0.118878,-0.293866,0.11921,-0.42062,0.137376,1.00161,0.42123,0.0306732,0.667846,0.274565,1.81244,0.370565,-0.300488,-0.582305,-4.31609,1.41829,
0.9644,-0.118773,-0.294237,0.118819,-0.421381,0.137511,1.00162,0.421378,0.0297623,0.668498,0.274699,1.81138,0.370274,-0.301178,-0.582077,-4.31185,1.42496,
0.9648,-0.118669,-0.294608,0.118424,-0.422141,0.137646,1.00163,0.421526,0.028852,0.66915,0.274832,1.81032,0.369983,-0.301867,-0.581849,-4.30759,1.43161,
0.9652,-0.118565,-0.29498,0.118025,-0.4229,0.13778,1.00163,0.421675,0.0279423,0.669802,0.274965,1.80926,0.369694,-0.302556,-0.581619,-4.30332,1.43825,
0.9656,-0.118461,-0.295352,0.117622,-0.423657,0.137915,1.00164,0.421824,0.0270333,0.670453,0.275098,1.8082,0.369405,-0.303244,-0.581389,-4.29901,1.44489,
0.966,-0.118358,-0.295725,0.117214,-0.424413,0.13805,1.00165,0.421972,0.0261248,0.671104,0.275231,1.80714,0.369116,-0.303932,-0.581157,-4.29469,1.45151,
0.9664,-0.118255,-0.296099,0.116803,-0.425168,0.138185,1.00166,0.422121,0.0252169,0.671754,0.275364,1.80609,0.368828,-0.304619,-0.580924,-4.29035,1.45813,
0.9668,-0.118152,-0.296474,0.116387,-0.425922,0.138321,1.00167,0.42227,0.0243096,0.672404,0.275496,1.80503,0.368541,-0.305305,-0.58069,-4.28599,1.46473,
0.9672,-0.11805,-0.296849,0.115966,-0.426674,0.138456,1.00168,0.422419,0.0234029,0.673054,0.275629,1.80398,0.368254,-0.30599,-0.580455,-4.28161,1.47133,
0.9676,-0.117948,-0.297225,0.115542,-0.427425,0.138591,1.00168,0.422569,0.0224968,0.673703,0.275762,1.80293,0.367968,-0.306675,-0.58022,-4.27721,1.47792,
0.968,-0.117847,-0.297601,0.115113,-0.428175,0.138726,1.00169,0.422718,0.0215912,0.674352,0.275894,1.80188,0.367683,-0.307359,-0.579983,-4.27279,1.48449,
0.9684,-0.117746,-0.297978,0.114681,-0.428923,0.138861,1.0017,0.422868,0.0206863,0.675,0.276026,1.80083,0.367398,-0.308042,-0.579745,-4.26834,1.49106,
0.9688,-0.117645,-0.298356,0.114244,-0.42967,0.138997,1.0017,0.423017,0.019782,0.675648,0.276159,1.79978,0.367114,-0.308725,-0.579505,-4.26388,1.49762,
0.9692,-0.117545,-0.298735,0.113802,-0.430416,0.139132,1.00171,0.423167,0.0188782,0.676296,0.276291,1.79873,0.366831,-0.309407,-0.579265,-4.2594,1.50416,
0.9696,-0.117445,-0.299114,0.113357,-0.43116,0.139268,1.00172,0.423317,0.0179751,0.676943,0.276423,1.79769,0.366548,-0.310088,-0.579024,-4.2549,1.5107,
0.97,-0.117345,-0.299493,0.112908,-0.431903,0.139403,1.00172,0.423467,0.0170725,0.67759,0.276555,1.79664,0.366265,-0.310768,-0.578782,-4.25037,1.51722,
0.9704,-0.117246,-0.299874,0.112454,-0.432644,0.139539,1.00173,0.423617,0.0161706,0.678237,0.276686,1.7956,0.365984,-0.311448,-0.578539,-4.24583,1.52374,
0.9708,-0.117147,-0.300255,0.111996,-0.433384,0.139674,1.00173,0.423767,0.0152692,0.678883,0.276818,1.79456,0.365703,-0.312127,-0.578294,-4.24127,1.53024,
0.9712,-0.117049,-0.300637,0.111534,-0.434122,0.13981,1.00174,0.423917,0.0143684,0.679529,0.27695,1.79352,0.365422,-0.312805,-0.578049,-4.23668,1.53674,
0.9716,-0.116951,-0.301019,0.111068,-0.434859,0.139946,1.00174,0.424068,0.0134682,0.680174,0.277081,1.79248,0.365142,-0.313483,-0.577803,-4.23208,1.54322,
