t,x00,x10,v00,v10,x01,x11,v01,v11,x02,x12,v02,v12,x03,x13,v03,v13,
3.5124,1.45454,-0.353032,0.624874,-0.121679,0.652032,-0.379652,0.847959,2.07166,0.755526,-0.14929,-1.04285,-3.01312,-1.19185,1.28197,-1.5263,3.30543,
3.5128,1.45509,-0.353139,0.623712,-0.121497,0.652304,-0.378988,0.851635,2.07691,0.755151,-0.150376,-1.04336,-3.01818,-1.1921,1.2825,-1.52614,3.30531,
3.5132,1.45564,-0.353245,0.622552,-0.121317,0.652577,-0.378323,0.855348,2.08223,0.754775,-0.151463,-1.04389,-3.0233,-1.19234,1.28303,-1.52597,3.30519,
3.5136,1.45619,-0.353352,0.621392,-0.121137,0.652851,-0.377655,0.859099,2.08763,0.754399,-0.152552,-1.04447,-3.02848,-1.19258,1.28356,-1.5258,3.30507,
3.514,1.45673,-0.353459,0.620234,-0.120957,0.653127,-0.376986,0.862888,2.09311,0.754023,-0.153644,-1.04508,-3.03374,-1.19283,1.28409,-1.52564,3.30495,
3.5144,1.45728,-0.353565,0.619077,-0.120779,0.653404,-0.376316,0.866717,2.09867,0.753647,-0.154737,-1.04573,-3.03906,-1.19307,1.28462,-1.52547,3.30483,
3.5148,1.45782,-0.353671,0.617921,-0.120602,0.653682,-0.375643,0.870588,2.10432,0.75327,-0.155832,-1.04641,-3.04446,-1.19332,1.28515,-1.52531,3.30472,
3.5152,1.45837,-0.353777,0.616766,-0.120425,0.653961,-0.374969,0.8745,2.11004,0.752893,-0.156929,-1.04714,-3.04993,-1.19356,1.28568,-1.52514,3.3046,
3.5156,1.45891,-0.353883,0.615612,-0.12025,0.654241,-0.374293,0.878456,2.11586,0.752516,-0.158028,-1.04791,-3.05548,-1.1938,1.2862,-1.52498,3.30448,
3.516,1.45945,-0.353989,0.614459,-0.120075,0.654523,-0.373615,0.882456,2.12177,0.752139,-0.159129,-1.04872,-3.0611,-1.19405,1.28673,-1.52481,3.30436,
3.5164,1.45999,-0.354095,0.613308,-0.119901,0.654806,-0.372935,0.886502,2.12776,0.751761,-0.160232,-1.04958,-3.0668,-1.19429,1.28726,-1.52465,3.30424,
3.5168,1.46053,-0.3542,0.612157,-0.119728,0.65509,-0.372253,0.890595,2.13385,0.751383,-0.161337,-1.05047,-3.07259,-1.19454,1.28779,-1.52449,3.30412,
3.5172,1.46107,-0.354305,0.611007,-0.119556,0.655376,-0.371569,0.894737,2.14004,0.751005,-0.162444,-1.05142,-3.07846,-1.19478,1.28832,-1.52432,3.304,
3.5176,1.46161,-0.35441,0.609859,-0.119385,0.655663,-0.370883,0.898929,2.14633,0.750626,-0.163553,-1.05241,-3.08441,-1.19502,1.28885,-1.52416,3.30388,
3.518,1.46214,-0.354515,0.608712,-0.119215,0.655951,-0.370196,0.903172,2.15272,0.750247,-0.164665,-1.05345,-3.09046,-1.19527,1.28938,-1.52399,3.30377,
3.5184,1.46268,-0.35462,0.607565,-0.119045,0.656241,-0.369506,0.907469,2.15922,0.749867,-0.165778,-1.05454,-3.09659,-1.19551,1.2899,-1.52383,3.30365,
3.5188,1.46321,-0.354725,0.60642,-0.118877,0.656532,-0.368814,0.91182,2.16582,0.749488,-0.166894,-1.05568,-3.10282,-1.19576,1.29043,-1.52367,3.30353,
3.5192,1.46374,-0.354829,0.605276,-0.118709,0.656825,-0.36812,0.916227,2.17253,0.749107,-0.168012,-1.05688,-3.10915,-1.196,1.29096,-1.5235,3.30341,
3.5196,1.46428,-0.354934,0.604133,-0.118542,0.657119,-0.367423,0.920693,2.17936,0.748727,-0.169133,-1.05813,-3.11557,-1.19624,1.29149,-1.52334,3.30329,
3.52,1.46481,-0.355038,0.602991,-0.118376,0.657414,-0.366725,0.925219,2.18631,0.748345,-0.170256,-1.05943,-3.1221,-1.19649,1.29202,-1.52317,3.30317,
3.5204,1.46534,-0.355142,0.601851,-0.11821,0.657711,-0.366024,0.929807,2.19338,0.747964,-0.171381,-1.06079,-3.12874,-1.19673,1.29255,-1.52301,3.30306,
3.5208,1.46587,-0.355246,0.600711,-0.118046,0.658009,-0.365321,0.934458,2.20057,0.747582,-0.172508,-1.06221,-3.13548,-1.19697,1.29308,-1.52285,3.30294,
3.5212,1.4664,-0.35535,0.599572,-0.117882,0.658309,-0.364616,0.939176,2.20789,0.747199,-0.173638,-1.0637,-3.14234,-1.19722,1.2936,-1.52268,3.30282,
3.5216,1.46692,-0.355454,0.598435,-0.117719,0.65861,-0.363908,0.943962,2.21535,0.746816,-0.174771,-1.06524,-3.14931,-1.19746,1.29413,-1.52252,3.3027,
3.522,1.46745,-0.355557,0.597298,-0.117557,0.658913,-0.363198,0.948818,2.22294,0.746432,-0.175906,-1.06685,-3.1564,-1.19771,1.29466,-1.52236,3.30258,
3.5224,1.46797,-0.355661,0.596163,-0.117396,0.659217,-0.362485,0.953748,2.23067,0.746048,-0.177044,-1.06853,-3.16361,-1.19795,1.29519,-1.52219,3.30247,
3.5228,1.4685,-0.355764,0.595028,-0.117236,0.659523,-0.36177,0.958753,2.23855,0.745663,-0.178184,-1.07028,-3.17096,-1.19819,1.29572,-1.52203,3.30235,
3.5232,1.46902,-0.355867,0.593895,-0.117076,0.659831,-0.361052,0.963836,2.24658,0.745277,-0.179327,-1.0721,-3.17843,-1.19844,1.29625,-1.52187,3.30223,
3.5236,1.46954,-0.35597,0.592763,-0.116918,0.66014,-0.360332,0.969,2.25476,0.744891,-0.180472,-1.074,-3.18604,-1.19868,1.29677,-1.52171,3.30211,
3.524,1.47006,-0.356073,0.591632,-0.11676,0.660451,-0.359609,0.974248,2.2631,0.744504,-0.181621,-1.07597,-3.19379,-1.19892,1.2973,-1.52154,3.30199,
3.5244,1.47058,-0.356175,0.590502,-0.116603,0.660764,-0.358884,0.979582,2.27161,0.744116,-0.182772,-1.07802,-3.20168,-1.19917,1.29783,-1.52138,3.30188,
3.5248,1.4711,-0.356278,0.589373,-0.116446,0.661078,-0.358156,0.985007,2.28029,0.743728,-0.183926,-1.08015,-3.20973,-1.19941,1.29836,-1.52122,3.30176,
3.5252,1.47162,-0.35638,0.588245,-0.116291,0.661394,-0.357424,0.990525,2.28915,0.743338,-0.185083,-1.08237,-3.21793,-1.19965,1.29889,-1.52106,3.30164,
3.5256,1.47214,-0.356483,0.587118,-0.116136,0.661712,-0.35669,0.99614,2.29819,0.742948,-0.186243,-1.08468,-3.22629,-1.1999,1.29942,-1.5209,3.30152,
3.526,1.47265,-0.356585,0.585993,-0.115982,0.662032,-0.355954,1.00186,2.30741,0.742557,-0.187406,-1.08708,-3.23481,-1.20014,1.29994,-1.52073,3.3014,
3.5264,1.47317,-0.356687,0.584868,-0.115829,0.662353,-0.355214,1.00768,2.31684,0.742166,-0.188572,-1.08958,-3.24351,-1.20038,1.30047,-1.52057,3.30129,
3.5268,1.47368,-0.356789,0.583745,-0.115676,0.662677,-0.354471,1.01361,2.32647,0.741773,-0.189741,-1.09218,-3.25239,-1.20063,1.301,-1.52041,3.30117,
3.5272,1.4742,-0.35689,0.582622,-0.115525,0.663002,-0.353725,1.01965,2.3363,0.741379,-0.190914,-1.09488,-3.26146,-1.20087,1.30153,-1.52025,3.30105,
3.5276,1.47471,-0.356992,0.581501,-0.115374,0.663329,-0.352975,1.02581,2.34636,0.740985,-0.192089,-1.09768,-3.27071,-1.20111,1.30206,-1.52009,3.30093,
3.528,1.47522,-0.357093,0.58038,-0.115224,0.663658,-0.352223,1.03209,2.35664,0.740589,-0.193269,-1.1006,-3.28017,-1.20136,1.30258,-1.51993,3.30082,
3.5284,1.47573,-0.357195,0.579261,-0.115074,0.66399,-0.351467,1.0385,2.36716,0.740192,-0.194451,-1.10363,-3.28983,-1.2016,1.30311,-1.51976,3.3007,
3.5288,1.47624,-0.357296,0.578143,-0.114926,0.664323,-0.350708,1.04504,2.37793,0.739794,-0.195637,-1.10679,-3.29971,-1.20184,1.30364,-1.5196,3.30058,
3.5292,1.47675,-0.357397,0.577026,-0.114778,0.664659,-0.349945,1.05173,2.38894,0.739395,-0.196827,-1.11007,-3.30981,-1.20209,1.30417,-1.51944,3.30046,
3.5296,1.47726,-0.357498,0.57591,-0.114631,0.664996,-0.349179,1.05855,2.40023,0.738995,-0.19802,-1.11348,-3.32015,-1.20233,1.3047,-1.51928,3.30035,
3.53,1.47776,-0.357599,0.574795,-0.114484,0.665336,-0.348409,1.06553,2.41178,0.738593,-0.199218,-1.11703,-3.33073,-1.20257,1.30523,-1.51912,3.30023,
3.5304,1.47827,-0.357699,0.573681,-0.114339,0.665678,-0.347635,1.07267,2.42363,0.738191,-0.200419,-1.12072,-3.34156,-1.20281,1.30575,-1.51896,3.30011,
3.5308,1.47877,-0.3578,0.572568,-0.114194,0.666023,-0.346858,1.07998,2.43577,0.737786,-0.201624,-1.12457,-3.35265,-1.20306,1.30628,-1.5188,3.3,
3.5312,1.47928,-0.3579,0.571457,-0.11405,0.666369,-0.346076,1.08745,2.44823,0.737381,-0.202833,-1.12857,-3.36403,-1.2033,1.30681,-1.51864,3.29988,
3.5316,1.47978,-0.358001,0.570346,-0.113907,0.666719,-0.345291,1.09511,2.46101,0.736974,-0.204046,-1.13273,-3.37568,-1.20354,1.30734,-1.51848,3.29976,
3.532,1.48028,-0.358101,0.569237,-0.113764,0.66707,-0.344501,1.10296,2.47413,0.736565,-0.205263,-1.13707,-3.38764,-1.20379,1.30787,-1.51832,3.29964,
3.5324,1.48078,-0.358201,0.568128,-0.113622,0.667425,-0.343707,1.11101,2.4876,0.736155,-0.206485,-1.14159,-3.39992,-1.20403,1.30839,-1.51816,3.29953,
3.5328,1.48128,-0.358301,0.567021,-0.113481,0.667781,-0.342909,1.11927,2.50145,0.735743,-0.207711,-1.1463,-3.41252,-1.20427,1.30892,-1.518,3.29941,
3.5332,1.48178,-0.358401,0.565914,-0.113341,0.668141,-0.342107,1.12776,2.51568,0.73533,-0.208942,-1.1512,-3.42546,-1.20452,1.30945,-1.51784,3.29929,
3.5336,1.48228,-0.3585,0.564809,-0.113201,0.668503,-0.341299,1.13647,2.53033,0.734914,-0.210178,-1.15632,-3.43877,-1.20476,1.30998,-1.51768,3.29918,
3.534,1.48277,-0.3586,0.563705,-0.113062,0.668868,-0.340487,1.14544,2.5454,0.734497,-0.211418,-1.16166,-3.45245,-1.205,1.3105,-1.51752,3.29906,
3.5344,1.48327,-0.358699,0.562602,-0.112924,0.669236,-0.33967,1.15466,2.56092,0.734078,-0.212663,-1.16723,-3.46653,-1.20524,1.31103,-1.51736,3.29894,
3.5348,1.48376,-0.358799,0.5615,-0.112786,0.669607,-0.338848,1.16416,2.57691,0.733657,-0.213914,-1.17305,-3.48103,-1.20549,1.31156,-1.5172,3.29883,
3.5352,1.48426,-0.358898,0.560399,-0.112649,0.669981,-0.338021,1.17394,2.5934,0.733233,-0.21517,-1.17913,-3.49597,-1.20573,1.31209,-1.51704,3.29871,
3.5356,1.48475,-0.358997,0.559299,-0.112513,0.670359,-0.337188,1.18404,2.61041,0.732808,-0.216431,-1.18548,-3.51137,-1.20597,1.31262,-1.51688,3.29859,
3.536,1.48524,-0.359096,0.5582,-0.112377,0.670739,-0.33635,1.19445,2.62797,0.73238,-0.217698,-1.19213,-3.52726,-1.20621,1.31314,-1.51672,3.29848,
3.5364,1.48573,-0.359195,0.557102,-0.112243,0.671123,-0.335506,1.20522,2.64612,0.731949,-0.218971,-1.19908,-3.54367,-1.20646,1.31367,-1.51656,3.29836,
3.5368,1.48622,-0.359293,0.556006,-0.112109,0.671511,-0.334656,1.21635,2.66487,0.731516,-0.22025,-1.20637,-3.56062,-1.2067,1.3142,-1.5164,3.29824,
3.5372,1.48671,-0.359392,0.55491,-0.111975,0.671902,-0.3338,1.22787,2.68428,0.731081,-0.221535,-1.214,-3.57814,-1.20694,1.31473,-1.51624,3.29813,
3.5376,1.4872,-0.35949,0.553816,-0.111843,0.672297,-0.332938,1.23981,2.70438,0.730642,-0.222826,-1.22201,-3.59628,-1.20719,1.31525,-1.51608,3.29801,
3.538,1.48768,-0.359589,0.552722,-0.111711,0.672695,-0.33207,1.25219,2.72521,0.730201,-0.224124,-1.23042,-3.61507,-1.20743,1.31578,-1.51592,3.29789,
3.5384,1.48817,-0.359687,0.55163,-0.111579,0.673098,-0.331194,1.26505,2.74681,0.729756,-0.225429,-1.23925,-3.63454,-1.20767,1.31631,-1.51577,3.29778,
3.5388,1.48865,-0.359785,0.550538,-0.111449,0.673505,-0.330311,1.27842,2.76925,0.729308,-0.226741,-1.24853,-3.65475,-1.20791,1.31684,-1.51561,3.29766,
3.5392,1.48914,-0.359883,0.549448,-0.111319,0.673916,-0.329422,1.29234,2.79256,0.728857,-0.22806,-1.25831,-3.67574,-1.20816,1.31737,-1.51545,3.29754,
3.5396,1.48962,-0.359981,0.548359,-0.111189,0.674332,-0.328524,1.30685,2.81682,0.728402,-0.229388,-1.26861,-3.69756,-1.2084,1.31789,-1.51529,3.29743,
3.54,1.4901,-0.360079,0.547271,-0.111061,0.674753,-0.327619,1.32199,2.84208,0.727944,-0.230723,-1.27949,-3.72028,-1.20864,1.31842,-1.51513,3.29731,
3.5404,1.49058,-0.360177,0.546184,-0.110933,0.675178,-0.326705,1.33782,2.86842,0.727481,-0.232066,-1.29097,-3.74396,-1.20888,1.31895,-1.51497,3.29719,
3.5408,1.49107,-0.360274,0.545098,-0.110806,0.675609,-0.325783,1.35439,2.89592,0.727014,-0.233419,-1.30312,-3.76866,-1.20913,1.31948,-1.51482,3.29708,
3.5412,1.49154,-0.360372,0.544013,-0.110679,0.676045,-0.324851,1.37177,2.92467,0.726543,-0.23478,-1.31598,-3.79447,-1.20937,1.32,-1.51466,3.29696,
3.5416,1.49202,-0.360469,0.542929,-0.110553,0.676487,-0.323911,1.39003,2.95476,0.726066,-0.236151,-1.32963,-3.82148,-1.20961,1.32053,-1.5145,3.29685,
3.542,1.4925,-0.360566,0.541847,-0.110428,0.676935,-0.32296,1.40925,2.98631,0.725585,-0.237532,-1.34414,-3.84978,-1.20985,1.32106,-1.51434,3.29673,
3.5424,1.49298,-0.360663,0.540765,-0.110303,0.677389,-0.321999,1.42952,3.01944,0.725098,-0.238923,-1.35958,-3.87947,-1.21009,1.32159,-1.51418,3.29661,
3.5428,1.49345,-0.36076,0.539684,-0.110179,0.67785,-0.321027,1.45094,3.05428,0.724606,-0.240325,-1.37606,-3.9107,-1.21034,1.32211,-1.51403,3.2965,
3.5432,1.49393,-0.360857,0.538605,-0.110056,0.678318,-0.320044,1.47364,3.09099,0.724108,-0.241739,-1.39366,-3.94358,-1.21058,1.32264,-1.51387,3.29638,
3.5436,1.4944,-0.360954,0.537527,-0.109933,0.678794,-0.319049,1.49774,3.12976,0.723602,-0.243165,-1.41252,-3.97829,-1.21082,1.32317,-1.51371,3.29627,
3.544,1.49487,-0.361051,0.536449,-0.109811,0.679277,-0.318041,1.52341,3.17077,0.72309,-0.244604,-1.43278,-4.01499,-1.21106,1.3237,-1.51355,3.29615,
3.5444,1.49534,-0.361147,0.535373,-0.109689,0.679769,-0.317019,1.55083,3.21426,0.722571,-0.246056,-1.45459,-4.0539,-1.21131,1.32422,-1.5134,3.29603,
3.5448,1.49581,-0.361244,0.534298,-0.109569,0.68027,-0.315983,1.58021,3.2605,0.722043,-0.247523,-1.47814,-4.09524,-1.21155,1.32475,-1.51324,3.29592,
3.5452,1.49628,-0.36134,0.533224,-0.109448,0.680781,-0.314932,1.6118,3.30978,0.721506,-0.249005,-1.50366,-4.13929,-1.21179,1.32528,-1.51308,3.2958,
3.5456,1.49675,-0.361436,0.532151,-0.109329,0.681302,-0.313864,1.64589,3.36247,0.72096,-0.250504,-1.53142,-4.18636,-1.21203,1.3258,-1.51293,3.29569,
3.546,1.49722,-0.361532,0.531079,-0.10921,0.681834,-0.312779,1.68285,3.41899,0.720403,-0.25202,-1.56172,-4.23684,-1.21227,1.32633,-1.51277,3.29557,
3.5464,1.49769,-0.361629,0.530008,-0.109092,0.682379,-0.311676,1.72309,3.47983,0.719835,-0.253555,-1.59494,-4.29116,-1.21252,1.32686,-1.51261,3.29546,
3.5468,1.49815,-0.361724,0.528939,-0.108974,0.682938,-0.310551,1.76715,3.54559,0.719254,-0.25511,-1.63156,-4.34985,-1.21276,1.32739,-1.51246,3.29534,
3.5472,1.49862,-0.36182,0.52787,-0.108857,0.683511,-0.309405,1.81567,3.61699,0.718659,-0.256688,-1.67214,-4.41355,-1.213,1.32791,-1.5123,3.29523,
3.5476,1.49908,-0.361916,0.526803,-0.108741,0.684101,-0.308236,1.86944,3.69489,0.718049,-0.258289,-1.7174,-4.48303,-1.21324,1.32844,-1.51214,3.29511,
3.548,1.49955,-0.362012,0.525737,-0.108625,0.684708,-0.30704,1.92949,3.78037,0.717422,-0.259917,-1.76824,-4.55925,-1.21348,1.32897,-1.51199,3.29499,
3.5484,1.50001,-0.362107,0.524671,-0.10851,0.685337,-0.305815,1.99714,3.8748,0.716775,-0.261573,-1.82584,-4.64341,-1.21373,1.3295,-1.51183,3.29488,
3.5488,1.50047,-0.362203,0.523607,-0.108395,0.685988,-0.304558,2.07412,3.97989,0.716106,-0.263262,-1.89173,-4.73705,-1.21397,1.33002,-1.51168,3.29476,
3.5492,1.50093,-0.362298,0.522544,-0.108281,0.686666,-0.303265,2.16274,4.09786,0.715411,-0.264986,-1.96798,-4.84215,-1.21421,1.33055,-1.51152,3.29465,
3.5496,1.50139,-0.362393,0.521483,-0.108168,0.687375,-0.301933,2.26622,4.23169,0.714686,-0.266751,-2.05744,-4.96133,-1.21445,1.33108,-1.51136,3.29453,
3.55,1.50185,-0.362488,0.520422,-0.108055,0.688119,-0.300554,2.38913,4.3854,0.713926,-0.268561,-2.16416,-5.09818,-1.21469,1.3316,-1.51121,3.29442,
3.5504,1.5023,-0.362583,0.519362,-0.107943,0.688908,-0.299122,2.53822,4.56462,0.713124,-0.270425,-2.29417,-5.25771,-1.21493,1.33213,-1.51105,3.2943,
3.5508,1.50276,-0.362678,0.518304,-0.107832,0.68975,-0.297627,2.72399,4.77757,0.712269,-0.272352,-2.45678,-5.44722,-1.21518,1.33266,-1.5109,3.29419,
3.5512,1.50322,-0.362773,0.517247,-0.107721,0.69066,-0.296057,2.96374,5.03675,0.711346,-0.274355,-2.66738,-5.67782,-1.21542,1.33319,-1.51074,3.29407,
3.5516,1.50367,-0.362868,0.516191,-0.107611,0.69166,-0.294393,3.28843,5.36237,0.710335,-0.276451,-2.95347,-5.96748,-1.21566,1.33371,-1.51059,3.29396,
3.552,1.50413,-0.362963,0.515136,-0.107501,0.692788,-0.292609,3.75988,5.78954,0.709196,-0.278668,-3.37003,-6.34741,-1.2159,1.33424,-1.51043,3.29384,
3.5524,1.50458,-0.363057,0.514083,-0.107392,0.694113,-0.290661,4.52386,6.38514,0.707861,-0.281048,-4.04662,-6.87704,-1.21614,1.33477,-1.51028,3.29373,
3.5528,1.50503,-0.363152,0.51303,-0.107283,0.695802,-0.288474,6.03042,7.28522,0.706164,-0.283668,-5.38328,-7.67733,-1.21638,1.33529,-1.51012,3.29361,
3.5532,1.50548,-0.363246,0.51198,-0.107176,0.698463,-0.285947,10.5992,8.5089,0.703495,-0.286628,-9.44196,-8.76526,-1.21663,1.33582,-1.50997,3.2935,
3.5536,1.50593,-0.36334,0.51093,-0.107069,0.703358,-0.286548,19.9977,-12.2697,0.698593,-0.286459,-17.7937,9.70439,-1.21687,1.33635,-1.50981,3.29338,
3.554,1.50638,-0.363434,0.509883,-0.106962,0.709366,-0.290341,17.5499,-11.4365,0.692579,-0.283098,-15.6154,8.96357,-1.21711,1.33687,-1.50966,3.29327,
3.5544,1.50683,-0.363528,0.508838,-0.106855,0.714898,-0.293961,17.024,-11.1851,0.687042,-0.279912,-15.1454,8.7399,-1.21735,1.3374,-1.5095,3.29315,
3.5548,1.50728,-0.363622,0.507793,-0.106749,0.720309,-0.297521,16.7995,-11.0671,0.681626,-0.276784,-14.9433,8.63481,-1.21759,1.33793,-1.50935,3.29304,
3.5552,1.50772,-0.363716,0.50675,-0.106644,0.725665,-0.301052,16.6755,-10.9988,0.676267,-0.273687,-14.8306,8.57384,-1.21783,1.33845,-1.50919,3.29292,
3.5556,1.50817,-0.36381,0.505707,-0.106539,0.730989,-0.304564,16.5971,-10.9542,0.670941,-0.270607,-14.7585,8.53399,-1.21808,1.33898,-1.50904,3.29281,
3.556,1.50861,-0.363904,0.504665,-0.106435,0.736292,-0.308064,16.5433,-10.9228,0.665637,-0.26754,-14.7082,8.50587,-1.21832,1.33951,-1.50889,3.29269,
3.5564,1.50906,-0.363997,0.503622,-0.106332,0.741579,-0.311556,16.5042,-10.8994,0.660349,-0.264482,-14.6709,8.48495,-1.21856,1.34004,-1.50873,3.29258,
3.5568,1.5095,-0.364091,0.50258,-0.10623,0.746856,-0.315041,16.4746,-10.8815,0.655073,-0.26143,-14.6422,8.46876,-1.2188,1.34056,-1.50858,3.29246,
3.5572,1.50994,-0.364184,0.501537,-0.106129,0.752124,-0.318521,16.4516,-10.8671,0.649805,-0.258384,-14.6192,8.45585,-1.21904,1.34109,-1.50842,3.29235,
3.5576,1.51038,-0.364278,0.500494,-0.10603,0.757386,-0.321996,16.4332,-10.8555,0.644546,-0.255341,-14.6004,8.4453,-1.21928,1.34162,-1.50827,3.29224,
3.558,1.51082,-0.364371,0.49945,-0.105932,0.762642,-0.325469,16.4183,-10.8458,0.639293,-0.252303,-14.5846,8.43652,-1.21952,1.34214,-1.50811,3.29212,
3.5584,1.51126,-0.364464,0.498404,-0.105835,0.767894,-0.328938,16.406,-10.8377,0.634045,-0.249267,-14.5712,8.42909,-1.21977,1.34267,-1.50796,3.29201,
3.5588,1.5117,-0.364557,0.497357,-0.105741,0.773142,-0.332405,16.3958,-10.8307,0.628801,-0.246234,-14.5597,8.42271,-1.22001,1.3432,-1.50781,3.29189,
3.5592,1.51214,-0.36465,0.496309,-0.105648,0.778387,-0.33587,16.3872,-10.8247,0.623561,-0.243202,-14.5496,8.41717,-1.22025,1.34372,-1.50765,3.29178,
3.5596,1.51257,-0.364743,0.495258,-0.105557,0.78363,-0.339333,16.38,-10.8194,0.618325,-0.240173,-14.5406,8.41232,-1.22049,1.34425,-1.5075,3.29166,
3.56,1.51301,-0.364836,0.494205,-0.105468,0.788871,-0.342794,16.3738,-10.8148,0.613092,-0.237145,-14.5326,8.40802,-1.22073,1.34478,-1.50735,3.29155,
3.5604,1.51344,-0.364929,0.49315,-0.105381,0.794109,-0.346254,16.3686,-10.8106,0.607862,-0.234119,-14.5255,8.4042,-1.22097,1.3453,-1.50719,3.29143,
3.5608,1.51388,-0.365022,0.492092,-0.105296,0.799347,-0.349713,16.3641,-10.8069,0.602634,-0.231094,-14.519,8.40076,-1.22121,1.34583,-1.50704,3.29132,
3.5612,1.51431,-0.365114,0.491032,-0.105214,0.804582,-0.353171,16.3603,-10.8036,0.597408,-0.228071,-14.513,8.39765,-1.22145,1.34636,-1.50688,3.2912,
3.5616,1.51474,-0.365207,0.489968,-0.105135,0.809817,-0.356627,16.357,-10.8006,0.592184,-0.225048,-14.5076,8.39483,-1.22169,1.34688,-1.50673,3.29109,
3.562,1.51517,-0.365299,0.4889,-0.105058,0.815051,-0.360083,16.3542,-10.7979,0.586962,-0.222026,-14.5026,8.39226,-1.22194,1.34741,-1.50658,3.29097,
3.5624,1.5156,-0.365392,0.487829,-0.104984,0.820284,-0.363538,16.3519,-10.7954,0.581742,-0.219005,-14.498,8.3899,-1.22218,1.34794,-1.50642,3.29086,
3.5628,1.51603,-0.365484,0.486755,-0.104914,0.825516,-0.366992,16.3499,-10.793,0.576524,-0.215986,-14.4937,8.38772,-1.22242,1.34846,-1.50627,3.29074,
3.5632,1.51646,-0.365576,0.485675,-0.104846,0.830748,-0.370446,16.3483,-10.7909,0.571307,-0.212966,-14.4896,8.38571,-1.22266,1.34899,-1.50612,3.29063,
3.5636,1.51688,-0.365669,0.484592,-0.104782,0.835979,-0.373898,16.3469,-10.7889,0.566091,-0.209948,-14.4859,8.38384,-1.2229,1.34951,-1.50596,3.29051,
3.564,1.51731,-0.365761,0.483504,-0.104721,0.84121,-0.377351,16.3459,-10.7871,0.560877,-0.20693,-14.4823,8.3821,-1.22314,1.35004,-1.50581,3.2904,
3.5644,1.51773,-0.365853,0.482411,-0.104664,0.846441,-0.380802,16.345,-10.7854,0.555664,-0.203913,-14.479,8.38048,-1.22338,1.35057,-1.50565,3.29028,
3.5648,1.51816,-0.365945,0.481313,-0.104611,0.851671,-0.384253,16.3444,-10.7837,0.550452,-0.200896,-14.4758,8.37896,-1.22362,1.35109,-1.5055,3.29017,
3.5652,1.51858,-0.366037,0.480209,-0.104562,0.856901,-0.387704,16.344,-10.7822,0.545241,-0.19788,-14.4728,8.37753,-1.22386,1.35162,-1.50535,3.29005,
3.5656,1.519,-0.366129,0.4791,-0.104517,0.862131,-0.391154,16.3438,-10.7808,0.540031,-0.194864,-14.47,8.37619,-1.2241,1.35215,-1.50519,3.28993,
3.566,1.51943,-0.366221,0.477985,-0.104476,0.867361,-0.394604,16.3437,-10.7794,0.534823,-0.191849,-14.4673,8.37492,-1.22434,1.35267,-1.50504,3.28982,
3.5664,1.51985,-0.366313,0.476864,-0.104441,0.872591,-0.398053,16.3438,-10.7781,0.529615,-0.188834,-14.4647,8.37372,-1.22459,1.3532,-1.50489,3.2897,
3.5668,1.52026,-0.366405,0.475737,-0.104409,0.877821,-0.401502,16.3441,-10.7768,0.524408,-0.18582,-14.4622,8.37259,-1.22483,1.35373,-1.50473,3.28959,
3.5672,1.52068,-0.366497,0.474603,-0.104383,0.883051,-0.40495,16.3444,-10.7756,0.519202,-0.182806,-14.4598,8.37151,-1.22507,1.35425,-1.50458,3.28947,
3.5676,1.5211,-0.366588,0.473462,-0.104362,0.888282,-0.408398,16.345,-10.7745,0.513997,-0.179792,-14.4576,8.37048,-1.22531,1.35478,-1.50443,3.28936,
3.568,1.52152,-0.36668,0.472315,-0.104347,0.893512,-0.411846,16.3456,-10.7734,0.508793,-0.176779,-14.4554,8.36951,-1.22555,1.35531,-1.50427,3.28924,
3.5684,1.52193,-0.366772,0.47116,-0.104337,0.898743,-0.415293,16.3463,-10.7723,0.503589,-0.173766,-14.4533,8.36858,-1.22579,1.35583,-1.50412,3.28912,
3.5688,1.52235,-0.366864,0.469997,-0.104333,0.903974,-0.41874,16.3472,-10.7712,0.498386,-0.170754,-14.4513,8.36769,-1.22603,1.35636,-1.50397,3.28901,
3.5692,1.52276,-0.366956,0.468827,-0.104335,0.909205,-0.422186,16.3481,-10.7702,0.493184,-0.167742,-14.4493,8.36683,-1.22627,1.35688,-1.50381,3.28889,
3.5696,1.52317,-0.367048,0.467649,-0.104344,0.914437,-0.425633,16.3492,-10.7692,0.487983,-0.16473,-14.4475,8.36602,-1.22651,1.35741,-1.50366,3.28878,
3.57,1.52358,-0.367139,0.466463,-0.104359,0.919669,-0.429079,16.3503,-10.7682,0.482782,-0.161718,-14.4456,8.36523,-1.22675,1.35794,-1.5035,3.28866,
3.5704,1.52399,-0.367231,0.465268,-0.104381,0.924901,-0.432524,16.3516,-10.7673,0.477582,-0.158707,-14.4439,8.36448,-1.22699,1.35846,-1.50335,3.28854,
3.5708,1.5244,-0.367323,0.464065,-0.10441,0.930134,-0.43597,16.3529,-10.7663,0.472382,-0.155696,-14.4422,8.36376,-1.22723,1.35899,-1.5032,3.28843,
3.5712,1.52481,-0.367415,0.462853,-0.104447,0.935367,-0.439415,16.3543,-10.7654,0.467184,-0.152685,-14.4405,8.36306,-1.22747,1.35951,-1.50304,3.28831,
