t,x0,x1, 
0.14375,0.204686,1.42382,
0.145313,0.206911,1.42381,
0.146875,0.209136,1.42381,
0.148438,0.211361,1.4238,
0.15,0.213585,1.42379,
0.151563,0.21581,1.42379,
0.153125,0.218035,1.42378,
0.154688,0.220259,1.42377,
0.15625,0.222484,1.42377,
0.157813,0.224708,1.42376,
0.159375,0.226933,1.42375,
0.160938,0.229158,1.42374,
0.1625,0.231382,1.42373,
0.164062,0.233607,1.42372,
0.165625,0.235831,1.42371,
0.167188,0.238056,1.4237,
0.16875,0.240281,1.42369,
0.170313,0.242505,1.42368,
0.171875,0.24473,1.42367,
0.173438,0.246954,1.42366,
0.175,0.249178,1.42365,
0.176563,0.251403,1.42364,
0.178125,0.253627,1.42362,
0.179688,0.255852,1.42361,
0.18125,0.258076,1.4236,
0.182813,0.2603,1.42358,
0.184375,0.262525,1.42357,
0.185938,0.264749,1.42355,
0.1875,0.266973,1.42354,
0.189063,0.269198,1.42352,
0.190625,0.271422,1.42351,
0.192188,0.273646,1.42349,
0.19375,0.27587,1.42347,
0.195312,0.278094,1.42345,
0.196875,0.280319,1.42343,
0.198438,0.282543,1.42341,
0.2,0.284767,1.4234,
0.201563,0.286991,1.42337,
0.203125,0.289215,1.42335,
0.204688,0.291439,1.42333,
0.20625,0.293663,1.42331,
0.207813,0.295887,1.42329,
0.209375,0.29811,1.42326,
0.210938,0.300334,1.42324,
0.2125,0.302558,1.42321,
0.214063,0.304782,1.42319,
0.215625,0.307006,1.42316,
0.217188,0.309229,1.42313,
0.21875,0.311453,1.42311,
0.220313,0.313676,1.42308,
0.221875,0.3159,1.42305,
0.223438,0.318123,1.42302,
0.225,0.320347,1.42299,
0.226562,0.32257,1.42295,
0.228125,0.324794,1.42292,
0.229688,0.327017,1.42289,
0.23125,0.32924,1.42285,
0.232813,0.331463,1.42282,
0.234375,0.333686,1.42278,
0.235938,0.33591,1.42275,
0.2375,0.338133,1.42271,
0.239063,0.340356,1.42267,
0.240625,0.342578,1.42263,
0.242188,0.344801,1.42259,
0.24375,0.347024,1.42254,
0.245313,0.349247,1.4225,
0.246875,0.351469,1.42246,
0.248438,0.353692,1.42241,
0.25,0.355914,1.42237,
0.251563,0.358137,1.42232,
0.253125,0.360359,1.42227,
0.254688,0.362581,1.42222,
0.25625,0.364804,1.42217,
0.257812,0.367026,1.42212,
0.259375,0.369248,1.42206,
0.260937,0.37147,1.42201,
0.2625,0.373691,1.42195,
0.264063,0.375913,1.4219,
0.265625,0.378135,1.42184,
0.267188,0.380356,1.42178,
0.26875,0.382578,1.42172,
0.270313,0.384799,1.42166,
0.271875,0.387021,1.42159,
0.273438,0.389242,1.42153,
0.275,0.391463,1.42146,
0.276562,0.393684,1.4214,
0.278125,0.395905,1.42133,
0.279688,0.398125,1.42126,
0.28125,0.400346,1.42119,
0.282813,0.402567,1.42111,
0.284375,0.404787,1.42104,
0.285938,0.407007,1.42096,
0.2875,0.409228,1.42088,
0.289062,0.411448,1.4208,
0.290625,0.413668,1.42072,
0.292187,0.415887,1.42064,
0.29375,0.418107,1.42056,
0.295313,0.420327,1.42047,
0.296875,0.422546,1.42038,
0.298438,0.424765,1.42029,
0.3,0.426985,1.4202,
0.301563,0.429204,1.42011,
0.303125,0.431422,1.42002,
0.304688,0.433641,1.41992,
0.30625,0.43586,1.41982,
0.307813,0.438078,1.41972,
0.309375,0.440296,1.41962,
0.310938,0.442514,1.41952,
0.3125,0.444732,1.41941,
0.314063,0.44695,1.41931,
0.315625,0.449168,1.4192,
0.317188,0.451385,1.41909,
0.31875,0.453602,1.41897,
0.320312,0.455819,1.41886,
0.321875,0.458036,1.41874,
0.323438,0.460253,1.41862,
0.325,0.462469,1.4185,
0.326563,0.464686,1.41838,
0.328125,0.466902,1.41825,
0.329688,0.469118,1.41812,
0.33125,0.471333,1.41799,
0.332813,0.473549,1.41786,
0.334375,0.475764,1.41773,
0.335938,0.477979,1.41759,
0.3375,0.480194,1.41745,
0.339063,0.482409,1.41731,
0.340625,0.484623,1.41717,
0.342188,0.486837,1.41702,
0.34375,0.489051,1.41688,
0.345313,0.491265,1.41672,
0.346875,0.493479,1.41657,
0.348438,0.495692,1.41642,
0.35,0.497905,1.41626,
0.351562,0.500118,1.4161,
0.353125,0.50233,1.41594,
0.354688,0.504543,1.41577,
0.35625,0.506755,1.4156,
0.357813,0.508966,1.41543,
0.359375,0.511178,1.41526,
0.360938,0.513389,1.41509,
0.3625,0.5156,1.41491,
0.364063,0.517811,1.41473,
0.365625,0.520021,1.41454,
0.367188,0.522231,1.41436,
0.36875,0.524441,1.41417,
0.370313,0.52665,1.41398,
0.371875,0.52886,1.41378,
0.373438,0.531068,1.41359,
0.375,0.533277,1.41339,
0.376563,0.535485,1.41318,
0.378125,0.537693,1.41298,
0.379688,0.539901,1.41277,
0.38125,0.542108,1.41256,
0.382812,0.544315,1.41234,
0.384375,0.546522,1.41213,
0.385938,0.548728,1.4119,
0.3875,0.550934,1.41168,
0.389063,0.553139,1.41145,
0.390625,0.555345,1.41122,
0.392188,0.55755,1.41099,
0.39375,0.559754,1.41076,
0.395313,0.561958,1.41052,
0.396875,0.564162,1.41027,
0.398438,0.566365,1.41003,
0.4,0.568568,1.40978,
0.401563,0.570771,1.40953,
0.403125,0.572973,1.40927,
0.404688,0.575175,1.40901,
0.40625,0.577376,1.40875,
0.407813,0.579577,1.40849,
0.409375,0.581778,1.40822,
0.410938,0.583978,1.40795,
0.4125,0.586178,1.40767,
0.414062,0.588377,1.40739,
0.415625,0.590576,1.40711,
0.417188,0.592774,1.40682,
0.41875,0.594972,1.40653,
0.420313,0.597169,1.40624,
0.421875,0.599366,1.40594,
0.423438,0.601563,1.40564,
0.425,0.603759,1.40534,
0.426563,0.605955,1.40503,
0.428125,0.60815,1.40472,
0.429688,0.610344,1.40441,
0.43125,0.612539,1.40409,
0.432813,0.614732,1.40377,
0.434375,0.616925,1.40344,
0.435938,0.619118,1.40311,
0.4375,0.62131,1.40278,
0.439063,0.623502,1.40244,
0.440625,0.625693,1.4021,
0.442188,0.627883,1.40175,
0.44375,0.630073,1.4014,
0.445312,0.632263,1.40105,
0.446875,0.634451,1.40069,
0.448438,0.63664,1.40033,
0.45,0.638827,1.39997,
0.451563,0.641015,1.3996,
0.453125,0.643201,1.39923,
0.454688,0.645387,1.39885,
0.45625,0.647573,1.39847,
0.457813,0.649757,1.39808,
0.459375,0.651942,1.39769,
0.460938,0.654125,1.3973,
0.4625,0.656308,1.3969,
0.464063,0.658491,1.3965,
0.465625,0.660672,1.39609,
0.467188,0.662853,1.39568,
0.46875,0.665034,1.39527,
0.470313,0.667214,1.39485,
0.471875,0.669393,1.39443,
0.473438,0.671571,1.394,
0.475,0.673749,1.39357,
0.476562,0.675926,1.39313,
0.478125,0.678102,1.39269,
0.479688,0.680278,1.39225,
0.48125,0.682453,1.3918,
0.482813,0.684628,1.39134,
0.484375,0.686801,1.39089,
0.485938,0.688974,1.39042,
0.4875,0.691146,1.38996,
0.489063,0.693318,1.38948,
0.490625,0.695488,1.38901,
0.492188,0.697658,1.38853,
0.49375,0.699828,1.38804,
0.495313,0.701996,1.38755,
0.496875,0.704164,1.38706,
0.498438,0.70633,1.38656,
0.5,0.708497,1.38605,
0.501563,0.710662,1.38555,
0.503125,0.712826,1.38503,
0.504688,0.71499,1.38451,
0.50625,0.717153,1.38399,
0.507812,0.719315,1.38346,
0.509375,0.721476,1.38293,
0.510938,0.723637,1.3824,
0.5125,0.725796,1.38185,
0.514062,0.727955,1.38131,
0.515625,0.730113,1.38076,
0.517188,0.73227,1.3802,
0.51875,0.734426,1.37964,
0.520313,0.736581,1.37907,
0.521875,0.738736,1.3785,
0.523438,0.740889,1.37793,
0.525,0.743042,1.37735,
0.526563,0.745193,1.37676,
0.528125,0.747344,1.37617,
0.529687,0.749494,1.37558,
0.53125,0.751643,1.37498,
0.532813,0.753791,1.37437,
0.534375,0.755938,1.37376,
0.535938,0.758084,1.37314,
0.5375,0.760229,1.37252,
0.539062,0.762373,1.3719,
0.540625,0.764516,1.37127,
0.542188,0.766658,1.37063,
0.54375,0.768799,1.36999,
0.545312,0.770939,1.36935,
0.546875,0.773078,1.3687,
0.548438,0.775216,1.36804,
0.55,0.777353,1.36738,
0.551563,0.779489,1.36671,
0.553125,0.781624,1.36604,
0.554688,0.783758,1.36536,
0.55625,0.785891,1.36468,
0.557813,0.788023,1.364,
0.559375,0.790154,1.3633,
0.560937,0.792283,1.36261,
0.5625,0.794412,1.3619,
0.564063,0.796539,1.3612,
0.565625,0.798665,1.36048,
0.567188,0.800791,1.35976,
0.56875,0.802915,1.35904,
0.570312,0.805038,1.35831,
0.571875,0.807159,1.35758,
0.573438,0.80928,1.35684,
0.575,0.8114,1.35609,
0.576562,0.813518,1.35534,
0.578125,0.815635,1.35459,
0.579688,0.817751,1.35383,
0.58125,0.819866,1.35306,
0.582813,0.821979,1.35229,
0.584375,0.824092,1.35151,
0.585938,0.826203,1.35073,
0.5875,0.828313,1.34994,
0.589063,0.830421,1.34915,
0.590625,0.832529,1.34835,
0.592187,0.834635,1.34755,
0.59375,0.83674,1.34674,
0.595313,0.838843,1.34592,
0.596875,0.840946,1.3451,
0.598438,0.843047,1.34428,
0.6,0.845147,1.34345,
0.601562,0.847245,1.34261,
0.603125,0.849342,1.34177,
0.604688,0.851438,1.34092,
0.60625,0.853533,1.34007,
0.607813,0.855626,1.33921,
0.609375,0.857718,1.33835,
0.610938,0.859808,1.33748,
0.6125,0.861897,1.33661,
0.614063,0.863985,1.33573,
0.615625,0.866072,1.33484,
0.617188,0.868157,1.33395,
0.61875,0.87024,1.33306,
0.620313,0.872322,1.33216,
0.621875,0.874403,1.33125,
0.623438,0.876483,1.33034,
0.625,0.87856,1.32942,
0.626563,0.880637,1.3285,
0.628125,0.882712,1.32757,
0.629688,0.884786,1.32663,
0.63125,0.886858,1.32569,
0.632812,0.888928,1.32475,
0.634375,0.890998,1.3238,
0.635938,0.893065,1.32284,
0.6375,0.895131,1.32188,
0.639063,0.897196,1.32091,
0.640625,0.899259,1.31994,
0.642188,0.901321,1.31896,
0.64375,0.903381,1.31798,
0.645313,0.90544,1.31699,
0.646875,0.907497,1.316,
0.648438,0.909552,1.315,
0.65,0.911606,1.31399,
0.651563,0.913658,1.31298,
0.653125,0.915709,1.31197,
0.654688,0.917758,1.31094,
0.65625,0.919806,1.30992,
0.657813,0.921852,1.30889,
0.659375,0.923896,1.30785,
0.660938,0.925939,1.3068,
0.6625,0.92798,1.30576,
0.664062,0.930019,1.3047,
0.665625,0.932057,1.30364,
0.667188,0.934093,1.30258,
0.66875,0.936128,1.30151,
0.670313,0.93816,1.30043,
0.671875,0.940191,1.29935,
0.673438,0.942221,1.29826,
0.675,0.944249,1.29717,
0.676563,0.946274,1.29607,
0.678125,0.948299,1.29497,
0.679688,0.950321,1.29386,
0.68125,0.952342,1.29275,
0.682813,0.954361,1.29163,
0.684375,0.956378,1.29051,
0.685938,0.958394,1.28938,
0.6875,0.960408,1.28824,
0.689063,0.96242,1.2871,
0.690625,0.96443,1.28596,
0.692188,0.966438,1.2848,
0.69375,0.968445,1.28365,
0.695312,0.97045,1.28249,
0.696875,0.972453,1.28132,
0.698438,0.974454,1.28015,
0.7,0.976453,1.27897,
0.701563,0.978451,1.27779,
0.703125,0.980446,1.2766,
0.704688,0.98244,1.27541,
0.70625,0.984432,1.27421,
0.707813,0.986422,1.27301,
0.709375,0.98841,1.2718,
0.710938,0.990396,1.27058,
0.7125,0.992381,1.26936,
0.714063,0.994363,1.26814,
0.715625,0.996343,1.26691,
0.717188,0.998322,1.26567,
0.71875,1.0003,1.26443,
0.720313,1.00227,1.26319,
0.721875,1.00425,1.26194,
0.723438,1.00622,1.26068,
0.725,1.00819,1.25942,
0.726562,1.01015,1.25816,
0.728125,1.01212,1.25689,
0.729688,1.01408,1.25561,
0.73125,1.01604,1.25433,
0.732813,1.018,1.25305,
0.734375,1.01996,1.25175,
0.735938,1.02191,1.25046,
0.7375,1.02386,1.24916,
0.739063,1.02582,1.24785,
0.740625,1.02776,1.24654,
0.742188,1.02971,1.24522,
0.74375,1.03166,1.2439,
0.745313,1.0336,1.24258,
0.746875,1.03554,1.24125,
0.748438,1.03748,1.23991,
0.75,1.03941,1.23857,
0.751563,1.04135,1.23723,
0.753125,1.04328,1.23588,
0.754688,1.04521,1.23452,
0.75625,1.04714,1.23316,
0.757812,1.04906,1.2318,
0.759375,1.05099,1.23043,
0.760938,1.05291,1.22905,
0.7625,1.05483,1.22767,
0.764063,1.05674,1.22629,
0.765625,1.05866,1.2249,
0.767188,1.06057,1.22351,
0.76875,1.06248,1.22211,
0.770313,1.06439,1.2207,
0.771875,1.0663,1.2193,
0.773438,1.0682,1.21788,
0.775,1.0701,1.21647,
0.776563,1.072,1.21505,
0.778125,1.0739,1.21362,
0.779688,1.0758,1.21219,
0.78125,1.07769,1.21075,
0.782813,1.07958,1.20931,
0.784375,1.08147,1.20787,
0.785938,1.08335,1.20642,
0.7875,1.08524,1.20497,
0.789062,1.08712,1.20351,
0.790625,1.089,1.20205,
0.792188,1.09088,1.20058,
0.79375,1.09275,1.19911,
0.795313,1.09462,1.19763,
0.796875,1.09649,1.19615,
0.798438,1.09836,1.19467,
0.8,1.10023,1.19318,
0.801563,1.10209,1.19168,
0.803125,1.10395,1.19018,
0.804688,1.10581,1.18868,
0.80625,1.10767,1.18718,
0.807813,1.10952,1.18566,
0.809375,1.11137,1.18415,
0.810938,1.11322,1.18263,
0.8125,1.11507,1.18111,
0.814063,1.11691,1.17958,
0.815625,1.11875,1.17805,
0.817188,1.12059,1.17651,
0.81875,1.12243,1.17497,
0.820312,1.12426,1.17342,
0.821875,1.1261,1.17188,
0.823438,1.12793,1.17032,
0.825,1.12975,1.16877,
0.826563,1.13158,1.1672,
0.828125,1.1334,1.16564,
0.829688,1.13522,1.16407,
0.83125,1.13704,1.1625,
0.832813,1.13885,1.16092,
0.834375,1.14067,1.15934,
0.835938,1.14248,1.15775,
0.8375,1.14428,1.15616,
0.839063,1.14609,1.15457,
0.840625,1.14789,1.15297,
0.842188,1.14969,1.15137,
0.84375,1.15149,1.14977,
0.845313,1.15329,1.14816,
0.846875,1.15508,1.14655,
0.848438,1.15687,1.14493,
0.85,1.15866,1.14331,
0.851562,1.16044,1.14169,
0.853125,1.16222,1.14006,
0.854688,1.164,1.13843,
0.85625,1.16578,1.1368,
0.857813,1.16756,1.13516,
0.859375,1.16933,1.13351,
0.860938,1.1711,1.13187,
0.8625,1.17287,1.13022,
0.864063,1.17463,1.12857,
0.865625,1.17639,1.12691,
0.867188,1.17815,1.12525,
0.86875,1.17991,1.12359,
0.870313,1.18166,1.12192,
0.871875,1.18342,1.12025,
0.873438,1.18516,1.11857,
0.875,1.18691,1.1169,
0.876563,1.18865,1.11521,
0.878125,1.1904,1.11353,
0.879688,1.19213,1.11184,
0.88125,1.19387,1.11015,
0.882812,1.1956,1.10846,
0.884375,1.19733,1.10676,
0.885938,1.19906,1.10506,
0.8875,1.20079,1.10335,
0.889063,1.20251,1.10164,
0.890625,1.20423,1.09993,
0.892188,1.20595,1.09822,
0.89375,1.20766,1.0965,
0.895313,1.20937,1.09478,
0.896875,1.21108,1.09306,
0.898438,1.21279,1.09133,
0.9,1.21449,1.0896,
0.901563,1.2162,1.08786,
0.903125,1.21789,1.08613,
0.904688,1.21959,1.08439,
0.90625,1.22128,1.08265,
0.907813,1.22297,1.0809,
0.909375,1.22466,1.07915,
0.910938,1.22634,1.0774,
0.9125,1.22803,1.07564,
0.914062,1.22971,1.07389,
0.915625,1.23138,1.07213,
0.917188,1.23306,1.07036,
0.91875,1.23473,1.0686,
0.920313,1.2364,1.06683,
0.921875,1.23806,1.06505,
0.923438,1.23972,1.06328,
0.925,1.24138,1.0615,
0.926563,1.24304,1.05972,
0.928125,1.2447,1.05794,
0.929688,1.24635,1.05615,
0.93125,1.248,1.05436,
0.932813,1.24964,1.05257,
0.934375,1.25129,1.05077,
0.935938,1.25293,1.04898,
0.9375,1.25456,1.04718,
0.939063,1.2562,1.04537,
0.940625,1.25783,1.04357,
0.942188,1.25946,1.04176,
0.94375,1.26109,1.03995,
0.945312,1.26271,1.03814,
0.946875,1.26433,1.03632,
0.948438,1.26595,1.0345,
0.95,1.26756,1.03268,
0.951563,1.26918,1.03086,
0.953125,1.27078,1.02904,
0.954688,1.27239,1.02721,
0.95625,1.27399,1.02538,
0.957813,1.2756,1.02354,
0.959375,1.27719,1.02171,
0.960938,1.27879,1.01987,
0.9625,1.28038,1.01803,
0.964063,1.28197,1.01619,
0.965625,1.28356,1.01434,
0.967188,1.28514,1.0125,
0.96875,1.28672,1.01065,
0.970313,1.2883,1.0088,
0.971875,1.28987,1.00694,
0.973438,1.29144,1.00509,
0.975,1.29301,1.00323,
0.976562,1.29458,1.00137,
0.978125,1.29614,0.999505,
0.979688,1.2977,0.997641,
0.98125,1.29926,0.995774,
0.982813,1.30081,0.993905,
0.984375,1.30237,0.992034,
0.985938,1.30391,0.99016,
0.9875,1.30546,0.988285,
0.989063,1.307,0.986407,
0.990625,1.30854,0.984528,
0.992188,1.31008,0.982647,
0.99375,1.31161,0.980763,
0.995313,1.31314,0.978878,
0.996875,1.31467,0.97699,
0.998438,1.3162,0.975101,
1,1.31772,0.97321,
1.00156,1.31924,0.971316,
1.00313,1.32076,0.969421,
1.00469,1.32227,0.967524,
1.00625,1.32378,0.965625,
1.00781,1.32529,0.963724,
1.00938,1.32679,0.961822,
1.01094,1.32829,0.959917,
1.0125,1.32979,0.958011,
1.01406,1.33129,0.956103,
1.01562,1.33278,0.954194,
1.01719,1.33427,0.952282,
1.01875,1.33575,0.950369,
1.02031,1.33724,0.948454,
1.02188,1.33872,0.946537,
1.02344,1.3402,0.944619,
1.025,1.34167,0.942699,
1.02656,1.34314,0.940777,
1.02812,1.34461,0.938854,
1.02969,1.34607,0.936929,
1.03125,1.34754,0.935002,
1.03281,1.349,0.933074,
1.03438,1.35045,0.931144,
1.03594,1.35191,0.929213,
1.0375,1.35336,0.92728,
1.03906,1.3548,0.925345,
1.04063,1.35625,0.92341,
1.04219,1.35769,0.921472,
1.04375,1.35913,0.919533,
1.04531,1.36056,0.917593,
1.04688,1.362,0.915651,
1.04844,1.36342,0.913708,
1.05,1.36485,0.911763,
1.05156,1.36627,0.909817,
1.05313,1.36769,0.907869,
1.05469,1.36911,0.90592,
1.05625,1.37053,0.90397,
1.05781,1.37194,0.902018,
1.05937,1.37334,0.900065,
1.06094,1.37475,0.898111,
1.0625,1.37615,0.896155,
1.06406,1.37755,0.894198,
1.06563,1.37895,0.89224,
1.06719,1.38034,0.89028,
1.06875,1.38173,0.888319,
1.07031,1.38311,0.886357,
1.07188,1.3845,0.884394,
1.07344,1.38588,0.88243,
1.075,1.38725,0.880464,
1.07656,1.38863,0.878497,
1.07812,1.39,0.876529,
1.07969,1.39137,0.874559,
1.08125,1.39273,0.872589,
1.08281,1.39409,0.870617,
1.08438,1.39545,0.868645,
1.08594,1.39681,0.866671,
1.0875,1.39816,0.864696,
1.08906,1.39951,0.86272,
1.09062,1.40086,0.860743,
1.09219,1.4022,0.858764,
1.09375,1.40354,0.856785,
1.09531,1.40488,0.854805,
1.09688,1.40621,0.852823,
1.09844,1.40754,0.850841,
1.1,1.40887,0.848857,
1.10156,1.4102,0.846873,
1.10313,1.41152,0.844888,
1.10469,1.41284,0.842901,
1.10625,1.41415,0.840914,
1.10781,1.41546,0.838926,
1.10938,1.41677,0.836936,
1.11094,1.41808,0.834946,
1.1125,1.41938,0.832955,
1.11406,1.42068,0.830963,
1.11563,1.42198,0.82897,
1.11719,1.42327,0.826976,
1.11875,1.42456,0.824981,
1.12031,1.42585,0.822986,
1.12187,1.42714,0.820989,
1.12344,1.42842,0.818992,
1.125,1.4297,0.816994,
1.12656,1.43097,0.814995,
1.12813,1.43224,0.812995,
1.12969,1.43351,0.810995,
1.13125,1.43478,0.808993,
1.13281,1.43604,0.806991,
1.13438,1.4373,0.804988,
1.13594,1.43855,0.802984,
1.1375,1.43981,0.80098,
1.13906,1.44106,0.798975,
1.14062,1.4423,0.796968,
1.14219,1.44355,0.794962,
1.14375,1.44479,0.792954,
1.14531,1.44603,0.790946,
1.14688,1.44726,0.788937,
1.14844,1.44849,0.786928,
1.15,1.44972,0.784917,
1.15156,1.45094,0.782906,
1.15312,1.45217,0.780895,
1.15469,1.45338,0.778882,
1.15625,1.4546,0.77687,
1.15781,1.45581,0.774856,
1.15938,1.45702,0.772842,
1.16094,1.45823,0.770827,
1.1625,1.45943,0.768811,
1.16406,1.46063,0.766795,
1.16563,1.46183,0.764779,
1.16719,1.46302,0.762761,
1.16875,1.46421,0.760743,
1.17031,1.4654,0.758725,
1.17188,1.46658,0.756706,
1.17344,1.46776,0.754686,
1.175,1.46894,0.752666,
1.17656,1.47011,0.750645,
1.17813,1.47129,0.748624,
1.17969,1.47245,0.746602,
1.18125,1.47362,0.74458,
1.18281,1.47478,0.742557,
1.18437,1.47594,0.740533,
1.18594,1.47709,0.738509,
1.1875,1.47825,0.736485,
1.18906,1.4794,0.73446,
1.19063,1.48054,0.732434,
1.19219,1.48169,0.730409,
1.19375,1.48282,0.728382,
1.19531,1.48396,0.726355,
1.19688,1.48509,0.724328,
1.19844,1.48622,0.7223,
1.2,1.48735,0.720272,
1.20156,1.48848,0.718243,
1.20312,1.4896,0.716214,
1.20469,1.49071,0.714184,
1.20625,1.49183,0.712154,
1.20781,1.49294,0.710124,
1.20938,1.49405,0.708093,
1.21094,1.49515,0.706062,
1.2125,1.49625,0.70403,
1.21406,1.49735,0.701998,
1.21563,1.49845,0.699965,
1.21719,1.49954,0.697932,
1.21875,1.50063,0.695899,
1.22031,1.50171,0.693865,
1.22188,1.5028,0.691831,
1.22344,1.50388,0.689797,
1.225,1.50495,0.687762,
1.22656,1.50603,0.685726,
1.22813,1.5071,0.683691,
1.22969,1.50816,0.681655,
1.23125,1.50923,0.679619,
1.23281,1.51029,0.677582,
1.23438,1.51134,0.675545,
1.23594,1.5124,0.673508,
1.2375,1.51345,0.67147,
1.23906,1.5145,0.669432,
1.24063,1.51554,0.667393,
1.24219,1.51658,0.665355,
1.24375,1.51762,0.663316,
1.24531,1.51865,0.661276,
1.24688,1.51969,0.659237,
1.24844,1.52071,0.657197,
1.25,1.52174,0.655157,
1.25156,1.52276,0.653116,
1.25313,1.52378,0.651075,
1.25469,1.5248,0.649034,
1.25625,1.52581,0.646992,
1.25781,1.52682,0.644951,
1.25938,1.52782,0.642908,
1.26094,1.52883,0.640866,
1.2625,1.52983,0.638823,
1.26406,1.53082,0.63678,
1.26562,1.53182,0.634737,
1.26719,1.53281,0.632694,
1.26875,1.53379,0.63065,
1.27031,1.53478,0.628606,
1.27188,1.53576,0.626562,
1.27344,1.53674,0.624517,
1.275,1.53771,0.622472,
1.27656,1.53868,0.620427,
1.27813,1.53965,0.618382,
1.27969,1.54061,0.616336,
1.28125,1.54157,0.61429,
1.28281,1.54253,0.612244,
1.28438,1.54349,0.610197,
1.28594,1.54444,0.608151,
1.2875,1.54539,0.606104,
1.28906,1.54633,0.604056,
1.29063,1.54728,0.602009,
1.29219,1.54821,0.599961,
1.29375,1.54915,0.597913,
1.29531,1.55008,0.595865,
1.29688,1.55101,0.593817,
1.29844,1.55194,0.591768,
1.3,1.55286,0.589719,
1.30156,1.55378,0.58767,
1.30313,1.5547,0.58562,
1.30469,1.55561,0.583571,
1.30625,1.55652,0.581521,
1.30781,1.55743,0.579471,
1.30938,1.55833,0.57742,
1.31094,1.55923,0.57537,
1.3125,1.56013,0.573319,
1.31406,1.56103,0.571268,
1.31563,1.56192,0.569216,
1.31719,1.5628,0.567165,
1.31875,1.56369,0.565113,
1.32031,1.56457,0.563061,
1.32188,1.56545,0.561009,
1.32344,1.56632,0.558956,
1.325,1.56719,0.556903,
1.32656,1.56806,0.55485,
1.32812,1.56893,0.552797,
1.32969,1.56979,0.550743,
1.33125,1.57065,0.54869,
1.33281,1.57151,0.546636,
1.33438,1.57236,0.544582,
1.33594,1.57321,0.542527,
1.3375,1.57405,0.540472,
1.33906,1.5749,0.538417,
1.34063,1.57574,0.536362,
1.34219,1.57657,0.534307,
1.34375,1.57741,0.532251,
1.34531,1.57824,0.530195,
1.34688,1.57906,0.528139,
1.34844,1.57989,0.526083,
1.35,1.58071,0.524026,
1.35156,1.58152,0.521969,
1.35313,1.58234,0.519912,
1.35469,1.58315,0.517855,
1.35625,1.58396,0.515797,
1.35781,1.58476,0.513739,
1.35938,1.58556,0.511681,
1.36094,1.58636,0.509622,
1.3625,1.58715,0.507564,
1.36406,1.58795,0.505505,
1.36563,1.58873,0.503445,
1.36719,1.58952,0.501386,
1.36875,1.5903,0.499326,
1.37031,1.59108,0.497266,
1.37188,1.59185,0.495206,
1.37344,1.59263,0.493145,
1.375,1.5934,0.491084,
1.37656,1.59416,0.489023,
1.37813,1.59492,0.486962,
1.37969,1.59568,0.4849,
1.38125,1.59644,0.482838,
1.38281,1.59719,0.480776,
1.38438,1.59794,0.478714,
1.38594,1.59869,0.476651,
1.3875,1.59943,0.474588,
1.38906,1.60017,0.472524,
1.39062,1.60091,0.47046,
1.39219,1.60164,0.468396,
1.39375,1.60237,0.466332,
1.39531,1.6031,0.464267,
1.39688,1.60382,0.462203,
1.39844,1.60454,0.460137,
1.4,1.60526,0.458072,
1.40156,1.60597,0.456006,
1.40313,1.60669,0.45394,
1.40469,1.60739,0.451873,
1.40625,1.6081,0.449806,
1.40781,1.6088,0.447739,
1.40938,1.6095,0.445671,
1.41094,1.61019,0.443604,
1.4125,1.61088,0.441535,
1.41406,1.61157,0.439467,
1.41563,1.61226,0.437398,
1.41719,1.61294,0.435329,
1.41875,1.61362,0.433259,
1.42031,1.61429,0.431189,
1.42188,1.61496,0.429119,
1.42344,1.61563,0.427048,
1.425,1.6163,0.424977,
1.42656,1.61696,0.422905,
1.42813,1.61762,0.420834,
1.42969,1.61828,0.418761,
1.43125,1.61893,0.416689,
1.43281,1.61958,0.414616,
1.43438,1.62022,0.412542,
1.43594,1.62087,0.410469,
1.4375,1.62151,0.408394,
1.43906,1.62214,0.40632,
1.44063,1.62278,0.404245,
1.44219,1.62341,0.402169,
1.44375,1.62403,0.400093,
1.44531,1.62466,0.398017,
1.44688,1.62528,0.39594,
1.44844,1.62589,0.393863,
1.45,1.62651,0.391786,
1.45156,1.62712,0.389708,
1.45312,1.62773,0.387629,
1.45469,1.62833,0.38555,
1.45625,1.62893,0.383471,
1.45781,1.62953,0.381391,
1.45938,1.63012,0.379311,
1.46094,1.63071,0.37723,
1.4625,1.6313,0.375149,
1.46406,1.63189,0.373067,
1.46563,1.63247,0.370984,
1.46719,1.63305,0.368902,
1.46875,1.63362,0.366818,
1.47031,1.63419,0.364735,
1.47188,1.63476,0.36265,
1.47344,1.63533,0.360566,
1.475,1.63589,0.35848,
1.47656,1.63645,0.356394,
1.47813,1.637,0.354308,
1.47969,1.63755,0.352221,
1.48125,1.6381,0.350134,
1.48281,1.63865,0.348046,
1.48438,1.63919,0.345957,
1.48594,1.63973,0.343868,
1.4875,1.64026,0.341778,
1.48906,1.6408,0.339688,
1.49063,1.64133,0.337597,
1.49219,1.64185,0.335506,
1.49375,1.64237,0.333414,
1.49531,1.64289,0.331321,
1.49688,1.64341,0.329228,
1.49844,1.64392,0.327134,
1.5,1.64443,0.32504,
1.50156,1.64494,0.322945,
1.50313,1.64544,0.320849,
1.50469,1.64594,0.318753,
1.50625,1.64644,0.316656,
1.50781,1.64693,0.314558,
1.50938,1.64742,0.31246,
1.51094,1.64791,0.310361,
1.5125,1.64839,0.308261,
1.51406,1.64887,0.306161,
